name,latitude,longitude,color
Karok [kyh],41.67,-123,#934593
Karone [krx],12.56,16.76,#959A9D
Karst [slv-13],45.7,13.87,#465253
Kartujarra [mpj],-22.5,122.4,#D2A988
Kasem [xsm],11.168,-1.146,#5D9F7B
Kashaya [kju],38.67,-123.33,#4D758E
Kashmiri [kas],34,76,#416864
Kashubian [csb],54.29,18.15,#4A5E5F
Kaska [kkz],60.05,-128.7,#49589B
Kasua [khs],-6.513,143.005,#9962A6
Katbol [tmb-2],-16.25,167.5,#907979
Katcha [xtc-2],10.83,29.67,#9C954F
Kate [kmg],-6.5,147.833,#957668
Kathlamet [xxx-42],46.25,-123.5,#7C55A6
Kati [bsh],35.524,69.952,#837B71
Kati_North [yon],-5.5,141,#B789A4
Kati_South [kts],-6.2,140.789,#B789A3
Katingan [nij-3],-3.303,115,#998664
Katío-Embera [cto],6.32,-76.85,#804E69
Katla [kcr],11.9,29.2,#9B8C5E
Kato [ktw],40.36,-123.92,#476180
Katu [ktv],15.833,107.583,#7A8F5D
Katukína [kav],-3.584978,-66.525275,#94797E
Katukína [knt],-7.893,-71.537,#904792
Kaugat [aqm],-6.241,138.565,#955E8F
Kaugel [ubu],-5.95,144.167,#AD6FA5
Kaulong [pss],-6.25,150.5,#A57B7D
Kaure [bpp],-3.333,139.333,#7B578A
Kaurna [zku],-33.5,138.75,#D3AA89
Kauwera [xau],-2.351,138.285,#AD558E
Kauwol [xxx-17],-5.17,141.05,#9C758B
Kavalan [ckv],24.75,121.75,#9D7C8D
Kaw [ksk],36.83,-98,#376088
Kawacha [kcb],-6.982,146.216,#A180AC
Kawaiisu [xaw],36,-117.5,#5B496E
Kawki [jqr-2],-12.75,-75.8,#6B899C
Kaxararí [ktx],-9.327,-66.678,#904C8F
Kaxuiâna [kbb],2.22131,-55.9599,#9F66AC
Kayabí [kyz],-11.063189,-57.210589,#A56FA7
Kayah_Li [eky],19,98,#409F65
Kayan_Kenyah [whk],1.624,116.503,#A39E60
Kayan_Long Miri [mxr],3.606,114.397,#808C62
Kayan_Rejang [ree],2.408,113.766,#8A8964
Kayardild [gyd],-17.05,139.5,#D1BB84
Kaygir [kyt],-6.385,138.916,#A3598F
Kaytetye [gbb],-22,135.5,#C5B187
Kayupulau [kzu],-2.53,140.82,#8C5A64
Kazakh [kaz],50,70,#717763
Kazhuo [kaf],24.09,102.75,#36A9AB
Kazukuru [kzk],-8.33,157.45,#9A7B7A
Keapara_Kalo [khz],-10.124,148.003,#A57993
Kedang [ksx],-8.25,123.75,#908D73
Kefa [kbr],7.25,36.25,#73567F
Kei [kei],-5.67,133.08,#908A70
Keiga [kec],11.3,29.5,#8CB078
Kela [kcl],-7.432,147.158,#997987
Kela [kel],-1.326,24.053,#91847F
Kelabit [kzi],3.736,115.468,#96806E
Kele [sbc],-2.083,147.333,#A98588
Keley-I_Kallahan [ify],16.67,121,#83727C
Keliko [kbo-2],3.8,30.4,#50A351
Kemak [kem],-8.92,125.2,#7D7F76
Kemant [ahg],12.9,37,#6E5E5C
Kemezung [dmo],10.5,14,#67918D
Kemtuik [kmt],-2.651,140.373,#A1828E
Kenga [kyq],12,18,#8DA359
Kensiu [kns],6.034,100.998,#7FB084
Kenta'_Bong [knq],6.235,100.84,#8B9887
Kenyah_Long Terawang [xkl],3,115.83,#8DA773
Kenyang [ken],5.67,9.5,#6F8A63
Kéo [xxk],-8.83,121.25,#887F5E
Kera [ker],9.83,15.08,#649C52
Keraq [unr-2],24,85.2,#A69768
Kerek [krk],62.25,175,#A37AA8
Kerewo [kxz],-7.566,144.272,#987778
Kerinci [kvr],-2.15,101.5,#92BA6C
Kerkrade [nld-5],50.87,6.07,#486A72
Kesui [wah],-4.5,131.667,#926083
Keswai [xes],-5.767,145.593,#B36C92
Ket [ket],64,87,#74827B
Ketengban [xte],-4.506,140.536,#9D7962
Keuw [khh],-3.2,136.2,#A7767B
Kewa [kew],-6.333,143.75,#96579D
Kewieng [yut-2],-5.902,146.65,#88836B
Khabit [bgk],21.64,101.9,#76A17A
Khakas [kjh],53,90,#7C7166
Khalaj [klj],35,50,#6E6A56
Khaling [klr],27.6,86.7,#66B682
Khalkha [khk],47,105,#6F6B6D
Kham [kgj],28.5,82.75,#59B284
Khami [cnk],21.4,93.4,#539067
Khamti [kht],26.5,96.4,#7E98B0
Khamyang [ksu],25,94,#7BA293
Khanty [kca],65,65,#A4818B
Kharia [khr],22.5,83.5,#7F8965
Khasi [kha],26,92,#719578
Khengkha [xkf],27.28,90.75,#4BB665
Khezha [nkh],25.7,94.46,#3F8E6D
Khmer [khm],12,105,#85C789
Khmu [kjg],19,100.75,#73A470
Khoirao [nki],25.15,93.975,#85946B
Khorasani Turkic [kmz],37.475,57.332,#4D8557
Khorchin [mvf-2],45,122,#78945C
Khowar [khw],36.5,72.5,#346272
Khün [kkh],21.304,99.608,#6A9C94
Kickapoo [kic],41.94,-83.734,#A448A3
Kienow [mnp],27.02,118.31,#748BBD
Kienyang [cdo-2],27.35,118.15,#6D91BE
Kija [gia],-17.5,127.75,#CFBD88
Kikai_Kamikatetsu [ryu-3],28.28,129.95,#8D8A9D
Kiksht [wac],44.87,-121.45,#3C3C91
Kilba [hbb],10.267,13.267,#248C54
Kildin Sami [sjd],67.67,35.9,#4B7A57
Kilenge [mgl-2],-5.592,148.39,#A18387
Kilivila [kij],-8.5,151,#995984
Kiliwa [klb],31.33,-115.67,#9C7198
Kiluba [lub],-8.5,26,#895F84
Kim_Mun [ium-5],19.75,108.875,#568F83
Kimaama [kig],-8,139.583,#8B675E
Kimaragang [kqr],6.446,116.87,#9F8768
KiMbundu [kmb],-8.869,13.314,#7C6F72
Kimki [sbt],-4.33,140.92,#846276
Kingwana [swc],-3.034,28.439,#587568
Kinikinao [gqn],-19.9891,-57.028,#9848AD
Kinnauri [kfk],31.5,78.25,#56AC71
KinyaRwanda [kin],-2,30,#65515D
Kiowa [kio],37,-99,#535E98
Kipeá [kzw-2],-12.5,-51,#7D8672
Kipsigis [sgc],-0.367,35.285,#AE9185
Kiput [kyi-2],4.083,114.355,#8E8B69
Kire [geb],-4.417,144.75,#707E61
Kirghiz [kir],42,75,#70645F
Kiribati [gil],1.333,173,#BA846F
Kirikiri [kiy],-3.08,137.17,#984599
KiRundi [run],-3.376,29.359,#417949
Kis [kis],-3.83,143.95,#908761
Kisar [kje],-8,127.17,#AD7493
Kisi [kss],8.83,-10.17,#72947D
Kitanemuk [xxx-43],34.5,-117.5,#95789C
Kithaulhu [nab-2],-12.6,-60.7,#A066AA
Kitsai [kii],31.75,-95.62,#A5519A
Kituba [ktu],-5.047,18.812,#778E75
Kiwai_north [kiw-2],-8.67,143.5,#9A746D
Kiwai_South [kjd],-8.583,143.25,#A5607E
Klamath [kla],42.5,-121.5,#778BAB
Klao [klu],4.75,-8.75,#905E86
Klon [kyo],-8.417,124.417,#8E8470
Ko [fuj],10.642,31.499,#90B95E
Koasati [cku],34.83,-85.17,#8C4BA1
Kobon [kpw],-5.167,144.417,#8B7088
Koch_Wanang [kdq],25.4,89.9,#9D8096
Kochipia [ahk-5],22.3,102,#29A19F
Kodagu [kfa],13.08,76.42,#82895D
Kodeoha [vko],-3.378,120.962,#9F7C71
Kodi [kod],-9.5,119,#8E8366
Kofyar [kwl],8.949,9.248,#548740
Kogi [kog],11,-73.9,#656689
Koho [kpm-2],11.667,108,#68A358
Kohumono [bcs],6,8.12,#439253
Koiali_Mountain [kpx],-9.083,147.5,#9A4986
Koiari [kbk],-9.5,147.333,#9B4A74
Koita [kqi],-9.333,147.083,#914889
Koiwai [kwh],-4,134,#A76474
Kokborok [trp],24.33,92.5,#7A9075
Kokoda [xod],-2.132,132.474,#957A64
Kokota [kkk],-8,159.25,#708062
Kol [kol],-5.211,151.521,#AA8B75
Kola [kvv],-5.42,134.5,#9A796B
Kolami [kfb],20,78.5,#777C50
Kolana [kvw],-8.3,125.133,#A36172
Kolokuma [ijc],4.92,5.67,#8D8764
Kölsch [ksh],50.95,7,#32796A
Koluwawa [klx],-9.418,150.437,#8F7382
Kom [bkm],6.25,10.33,#6C937B
Koma [kmy],8.686,12.67,#788066
Komba [kpf],-6.137,147.281,#948182
Kombai [tyn],-5.75,140,#9E697E
Kombio [xbi],-3.5,142.77,#B0868E
Komering [kge],-3.5,105,#918064
Komi [koi],59.5,54.5,#77735C
Komi-Zyrian [kpv],65,55,#606156
Komo [xom],9,33.75,#737271
Komodo [knh],-8.5,119.5,#7B8E4A
Konai [kxw],-5.655,142.07,#986B88
Konda [kfc],19.5,83,#89946D
Konda-2 [kfc-2],18.42,84,#9F9859
Kongo [kng],-5,15,#755980
Konjo [kjc],-5.333,119.833,#949969
Konkani [knn],15.25,74.4,#458963
Konkomba [xon],9.408,0.431,#879458
Konso [kxc],5.4,37.5,#868280
Kontoi [blr-2],23.325,100.048,#66B186
Konyak [nbe],26.92,94.76,#87A880
Konzo [koo],0.152,30.012,#6D7268
Kopala [ahk-3],21.405,102.135,#4FA995
Kope [kiw-3],-7.425,144.755,#A6777D
Kophuso [ahk-4],21.482,102.33,#1A8D91
Kopuli [ypm],21.9,102.15,#29A19F
Korafe [kpr],-9.08,149.17,#8F4A79
Koraga [kfd],12.888,75.282,#9D865C
Korana [kqz],-26,22,#7B559B
Korandje [kcy],29.41,-3.24,#4B6772
Korean [kor],37,128,#6E82A5
Koreguaje [coe],1,-75.5,#7E558A
Korku [kfq],25,78.5,#737F6C
Koro [hru-2],27.25,92.8,#888260
Koro [krf],-14.37,167.52,#A47A7E
Koromfe [kfz],14.25,-0.92,#80757E
Koronadal Blaan [bpr],6.056,125.047,#837488
Koroni [xkq],-2.636,122,#958065
Korowai [khe],-5.417,140.25,#8C6F87
Korubo [xor],-5.1319,-70.606,#8E5BAC
Koryak [kpy],61,167,#9B98A5
Kosraean [kos],5.3,163,#A19988
Kostel [slv-8],45.51,14.87,#4F554F
Kota [kfe],11.5,77.17,#A28B59
Kotgarhi [bfz],31.1,76.17,#61986C
Kotoko (Mpade) [aal],11.33,15.33,#466B56
Kovai [kqb],-5.626,147.835,#A08270
Koya [kff],17.5,81.333,#8F5C58
Koyi [kkt],27.4,86.9,#78AE80
Koyra Chiini [khq],16.75,3.5,#896F5D
Koyukon [koy],65,-155,#4F65C3
Kpa [ksf],4.751,11.231,#59AE5B
Kpan [kpk],7.58,10.17,#4E576A
Kpelle [xpe],7,-10,#668A55
Krahô [xra],-8,-48,#89ABB1
Krenak [kqq],-19.1149,-41.1719,#7F7F88
Kriang_Kaleum [ngt-2],15.8,107.05,#87A764
Kriang_Tha_Taeng [ngt-3],15.43,106.38,#79B06D
Krinkati-Timbira [xri],-6.037,-46.653,#986496
Krongo [kgo],10.5,30,#91A96F
Kru [kro],5,-9,#786C78
Kryts [kry],41.22,48.25,#1F426E
Ksingmul [puo],15.4,106.15,#69A37E
Ku Waru [xxx-14],-6,144.15,#AB8787
Kuanua [ksd],-4.4,152.167,#B1876D
Kube [kgf],-6.444,147.515,#898163
Kufa [kcp-2],11.08,29.4,#64A64F
Kugu-Muminh [xmh],-14.044,141.639,#B8AB68
Kui [kvd],-8.583,124.75,#A07867
Kui [kxu],20,83.5,#937A62
Kuikuro [kui],-13,-54.2,#847EA0
Kukatj [xxx-38],-17.95,140.8,#C1BA74
Kuke [ght],28.531,84.846,#86AF8D
Kuku [bfa-2],-3.85,31.66,#929759
Kuku Nganhcara [wua],-14.8,141.9,#C3B08B
Kuku Thaypan [typ],-15,143.4,#C0BD70
Kuku Yalanji [gvn],-16,145,#CDB18A
Kukuya [kkw],-2.6,14.2,#6D9B75
Kukuya [mvn],-9.607,150.475,#837A6A
Kulina [cul],-7.901,-70.644,#8373A1
Kulisusu [vkl],-4.67,123.08,#908559
Kullo [gmo],6.75,37.08,#515B6B
Kulsab [faj],-5.5,145.3,#A17A86
Kulung [klg],27.69,86.91,#7C8E6B
Kuman [kue],-5.917,144.917,#A0689F
Kumauni [kfy],30,80,#88775F
Kumbewaha [xks],-5.25,123.17,#94806C
Kumyk [kum],42.6,47.8,#4F7A5E
Kumzari [zum],26,56.3,#51655E
Kuna [kvn],8,-77.33,#995E67
Kunama [kun],14.5,37,#82925C
Kundal_Shahi [shd],34.55,73.84,#378A79
Kungarakany [ggk],-13,131,#CDB887
Kungkari [kgl],-27.347,147.386,#D2C088
Kunimaipa [kup],-8.083,146.917,#9A7567
Kunjen [kjn],-16.5,142,#ABB65B
Kuo [xuo],8,15.5,#6D6D55
Kuot [kto],-3.083,151.5,#AC8680
Kupang Malay [mkn],-10.18,123.58,#967C64
Kurdish [kmr],36,44,#5A6958
Kuria [kuj],-1.345,34.383,#72706A
Kurmanji [kmr-2],38,42,#4D695C
Kurripako [kpc],1.824,-69.278,#8D526E
Kurti [ktm],-1.989,147.048,#AD7F8B
Kurtjar [gdj],-16.5,141,#C3A682
Kurtöp [xkz],27.83,91,#45C972
Kuruáya [kyr],-7.560319,-55.69415,#7A6681
Kurudu [kjr],-1.83,137,#AD6C73
Kurumba [kfi],11.784,76.2,#909958
Kurux [kxl],26.5,87.35,#7B9962
Kusaal [kus],10.891,-0.363,#658C6B
Kusaghe [ksg],-8,157.42,#8D727A
Kuskokwim [esu-4],61.7,-157.165,#A06DA7
Kusunda [kgg],28.33,83.1,#777682
Kuteb [kub],7.157,10.072,#6E765F
Kutenai [kut],49.5,-116,#8349A9
Kuthant [xut],-17,141.33,#C7AC8D
Kuuk Thaayorre [thd],-14,142.25,#C8B688
Kuuku-Ya'u [kuy],-12.583,143.083,#C9B088
Kuvi [kxv],18.75,82.667,#887369
Kuy [kdt],14.833,103.917,#61B273
Kuyunon [cyo],10.841,121.038,#AC8A73
Kven [fkv],68.98,29.65,#8A7E7F
Kw'adza [wka],-3.95,35.3,#556B85
Kwadi [kwz],-15,14.5,#67A599
Kwai [gmb],-8.748,161.025,#AA6275
Kwaio [kwd],-8.917,161.083,#B05F95
Kwakw'ala [kwk],51,-127,#46499C
Kwambi [kwm],-18.5,17,#656577
Kwamera [tnk],-19.667,169.25,#8C7A86
Kwanga [kwj],-3.664,142.784,#9C727D
Kwangari [kwn],-18.5,20,#785655
Kwara'ae [kwf],-8.65,160.744,#9C6F83
Kwatay [cwt],12.33,-16.8,#868D6A
Kwaza [xwa],-12,-60.5,#6F6685
Kweni [goa],7.428,-6.049,#777D58
Kwerba [kwe],-2.167,138.5,#B27784
Kwerba_Mamberamo [xwr],-2.561,138.523,#AD558E
Kwini [gww],-14.333,126.75,#C6BE8A
Kwomtari [kwo],-3.635,141.398,#9B776C
Kyaka_Enga [kyc],-5.5,144.083,#A87D80
Kyirong_Tibetan [bod-3],28.4,85.2,#48B580
Laal [gdm],10,17.67,#8DB562
Laalaa [cae],13.77,-13.67,#7AA257
Laarim [ldi],-4.5,14.5,#9EA466
Laba Miao [hsn-8],25.8,105,#33AAAD
Labo [mwi],-16.434,167.425,#8C9062
Labu [lbu],-6.772,146.955,#8E8982
Lacandon [lac],16.35,-91,#716299
Lachi [lbt],23.123,104.703,#67A1B5
Ladakhi [lbj],34,78,#34976E
Ladino [lad],41.6,-1,#607A52
Laghu [lgb],-8.007,158.982,#866168
Laghuu [lgh],22.3,103.9,#2AA47E
Laguna [kjq],35.25,-107.33,#5461A9
Lagwan [kot],11.75,14.83,#5F7A6B
Laha [lha],21.6,103.9,#60B98A
Lahnda [lah],31.73,73.91,#477F57
Lahu [lhu],20.75,100.75,#639E9F
Lahuli [bfu-2],32.53,77.04,#549F68
Laiwu [cmn-58],36.21,117.68,#64ADC1
Laizo [cfm-2],22.85,93.55,#4E9F76
Lak [lbe],42.17,47.11,#355378
Lakher [mrh],22.1,92.95,#65925E
Lakhota [lkt],45,-102,#3D5886
Lakkia [lbc],24.08,110.17,#678593
Lakona [lkn],-14.23,167.45,#947A7F
Lalo [yik],25.15,100.3,#26A4A4
Laluba [ywt],25.26,100.17,#1FA9A5
Lamaholot [slp],-8.25,123,#88946C
Lamalama [lby],-14.83,144.5,#99AF5B
Lamani [lmn],18,77,#658A76
Lamba [lam],9.8,10.5,#AF9688
Lamboya [lmy],-9.747,119.365,#93945C
Lamen [lmu],-16.58,168.166,#A28178
Lamet [lbn],20.5,101,#6DBB7C
Lamjung Yohlmo [scp-2],28.33,84.42,#5ED67E
Lamma [lev],-8.409,124.007,#9E8174
Lamnso [lns],6.159,10.769,#5F835A
Lampung [ljp],-5,105,#84846B
Lango [laj],2,33,#A1AE6B
Langxi [wuu-28],31.1,119.2,#1CB4A9
Lani [dnw],-3.75,138.2,#B561AA
Lanxi [wuu-19],29.217,119.45,#28B4A8
Lanzhou [cmn-13],36.07,103.82,#4A84D0
Lao [lao],19,103,#71AD92
Laoseng [pho-4],21.56,102.075,#6AB2A5
Laragia [lrg],-12.667,130.833,#C3B783
Laraki [zum-2],26.85,56.35,#51655E
Larantuka Malay [lrt],-8.33,123,#8EAB71
Lardil [lbz],-16.5,139.5,#D1B883
Larëvat [lrv],-16.152,167.361,#8D7B73
Larike [alo],-3.783,127.917,#A75B88
Laru [lan],10.6,4.33,#A6B666
Lasalimu [llm],-5.17,123.08,#987C62
Lashi [lsi],26.05,98.5,#3CA5AB
Latgalian [ltg],56.5,27.5,#5B8158
Latundê [ltn],-13.0438,-61.0017,#A265A9
Latvian [lav],56.8,24.1,#5B894F
Lau [llu],-8.5,160.92,#AB7086
Lauje [law],0.396,120.271,#A07D82
Laven [sqq-2],15.35,106.15,#5BB95B
Lavi [brb-2],14.5,107,#7DAB6C
Lavonggai [lcm-2],-2.58,150.33,#A4836C
Lavu [yne],26.69,100.75,#0AB6B1
Lavukaleve [lvk],-9,159,#A3977F
Lawa [lcp],18.209,97.892,#7E9362
Lawangan [lbx],-1.63,116.013,#928469
Lawu [lhu-3],24.07,102,#4A92C2
Laz [lzz],41.274,41.151,#31536B
Leco [lec],-15.0146,-67.8341,#647384
Leggbo [agb],6,8,#729475
Lehali [tql],-13.52,167.29,#8C7C9F
Leitre [vam-3],-2.85,141.625,#8C8A85
Leizhou [nan-xxx],20.917,110.1,#6C91AA
Lekwiltok [kwk-2],50,-125.5,#585FAE
Lele [lle],-2.02,147.23,#A88581
Lele [lln],9.08,15.58,#8FA35C
Lelemi [lef],7.33,0.5,#937E8C
Lelepa [lpa],-17.64,168.18,#8C848B
Lembata [lmj],-8.493,123.306,#A17572
Lembena [leq],-5.046,143.848,#B47483
Lemerig [lrz],-13.73,167.48,#A0868C
Lemoro [ldj],10.4,8.7,#87A163
Lenakel [tnl],-19.583,169.083,#8E817E
Lenca [len],14,-88,#906F80
Lengo [lgr],-9.5,160.5,#A37C95
Lenje [leh],-14.779,28.06,#6C7B7A
Leonese [spa-5],42.46,6,#7F6C5E
Lepcha [lep],27,88.2,#3CC369
Lepki [lpe],-4.197,140.292,#9B6C74
Leshan [cmn-47],29.567,103.767,#469FCD
Letemboi [nms],-16.451,167.586,#A08663
Leti [lti],-8.167,128.167,#AA618B
Letri Lgona [lex],-8.1,128.5,#A67483
Lëtzebuergesch [ltz],49.85,6.15,#43716D
Lewo [lww],-16.667,168.333,#AD837F
Lezgian [lez],41.58,47.78,#2C4180
Lhasa_Tibetan [bod],29.65,91.14,#77AA9A
Lhokpu [lhp],26.92,89.24,#648A68
Lhomi [lhm],27.75,87.4,#6EA696
Li [lpo],25.5,101.25,#2EB5A2
Li_Baoding [lic-2],19,109.6,#65B57A
Liangmei [njn],26.675,92.875,#69985C
Liantang [wuu-7],31.007,121.05,#3CACA9
Lihir [lih],-2.92,152,#808766
Lika [lik],2.1,27.6,#498655
Liko [kbo],3.75,30.5,#5D906A
Lillooet [lil],50.75,-122,#563CB5
Limbu [lif],27.167,87.75,#7AA588
Limbum [lmp],6.5,10.7,#617760
Limburgish [lim],50.9,5.7,#4A8C54
Limilngan [lmc],-12.5,131.917,#B7B77C
Limousin [oci-4],45.81,1.72,#5A7A76
Linda [liy],6,21,#68615E
Lindu [klw],-1.34,120.094,#997D56
Lingala [lin],1,18.5,#7C626F
Lingbei [czh-2],30.16,118.65,#4099CB
Lingchun [mji-2],25.4,110.35,#54977B
Linngithigh [lnj],-12.83,141.83,#B5A66E
Lio [ljl],-8.648,121.861,#7A7F5C
Liping [cmn-51],26.233,101.33,#4EB9C7
Lipo [lpo],25.72,101.86,#14A8AB
Lisu [lis],19.5,98.75,#5EB2A1
Lithuanian [lit],54.9,23.9,#5B5862
Litzlitz [lzl],-16.108,167.418,#877A99
Liuzhou [cmn-49],24.317,109.383,#5AB9CD
Livonian [liv],57.7,22.5,#6C9150
Lkungen [str-2],48.58,-123.42,#6563C6
Lo-Toga [lht],-13.339,166.636,#997F8D
Lobi [lob],10.317,-3.275,#527460
Logba [lgq],6.9,0.45,#487A57
Logbara [lgg],3.08,30.92,#657657
Logol [lof],11,31.15,#85AD5E
Lohiki [miw],-7.75,145.762,#B06D8E
Loko [lok],9.216,-12.06,#6C8C4F
Loko [yaz],5.928,8.104,#83887F
Lokono [arw-2],6.07,-57.6,#956E7C
Lokoya [lky],4.7,32,#A7A670
Lole [llg],-10.81,123.15,#8C5888
Loloda [loa],1.953,127.737,#9B8762
Lolopho [ycl],25.63,100.2,#2FADA0
Lom [mfb],-1.67,105.92,#8E8460
Loma [lom],7.997,-9.576,#678176
Lombard [lmo],45.15,11,#758957
Longgu [lgu],-9.75,160.75,#A08376
Longli [hmc],26.45,106.975,#4CA093
Longuda [lnu],9.843,11.89,#707E5D
Longyou [wuu-20],29.033,119.167,#41AFAD
Loniu [los],-2.1,147.417,#A78683
Lonwolwol [crc],-16.211,168.011,#60916C
Lope [yiu],24.89,104.31,#14AFA9
Lopit [lpx],4.8,33,#889C6C
Lorediakarkar [lnn],-15.213,167.045,#677863
Lorton [eng-9],54.62,3.27,#577647
Lote [uvl],-5.6,151.9,#A4768B
Lotha [njh],26.5,94.25,#49A463
Lotud_Tuaran Dusun [dtr],6.11,116.304,#928063
Lotuxo [lot],4.033,33.043,#86836A
Lou [loj],-2.367,147.333,#AC6B92
Loudi [hsn-7],27.7,112,#5AA3CD
Loup [xlo],42.3,-71.8,#9C56A5
Loven [lbo-2],15,106.333,#6FB768
Lower Sava Valley [slv-24],45.9,15.59,#5A6461
Löyöp [urr],-13.53,167.35,#8B838B
Lozi [loz],-15,23,#8C7378
Lü [khb],22,100.67,#41B5A0
Lua [nie],9.75,17.75,#75A464
Lua [prb],19,101,#7B9F89
Luangiua [ojv],-5.417,159.65,#9C759A
Luchazi [lch],-13.71,19.86,#707C7B
LuGanda [lug],0.5,32.17,#98915C
Luhe [hak-19],23.3,115.65,#4FA3C7
Luimbi [lum],-11.244,17.415,#76798D
Luiseño [lui],33.33,-117.17,#796F6E
Lujiang [cmn-30],31.26,117.275,#3EB4CE
Lule [xxx-15],-24.8,-65.4,#8E6CB5
Lummi [str],48.7,-122.67,#7364C2
Lumun [lmd],10.8,30.2,#B9AB8E
Lun Bawang [lnd-2],3.9,115.68,#8B806E
Lun Dayeh [lnd],3.961,115.86,#86766C
Lungchow [zzj],22.25,107,#5A8E99
Lungga [lga],-8.144,156.591,#968874
Lungu [mgr-2],-9.366,31.244,#5C8755
Luo [luo],-0.4,34.4,#8E9D5E
Luoyang [cmn-26],34.67,112.44,#469BCD
Luquan [ywq],25.55,102.475,#1E9C90
Lushan [xxx-108],33.75,112.9,#277FA9
Lushootseed [lut],48,-122,#454D93
Lusi [khl],-5.546,149.144,#AA777B
Lüsu [ers],27.875,102.3,#1CB2A6
Luthigh [xpj],-12.33,142.67,#BDA477
Luvale [lue],-12,22,#8F8287
Luwati [luv],23.6,58.583,#429A52
Luyi [lyn],-15.3,23.6,#988382
Luyia [ida],0.299,34.068,#5E784F
Luzhou [cmn-44],28.883,105.45,#51ABC5
Lyele [lee],12.317,-2.466,#74725C
Lyngngam [lyg],25.35,91.05,#7DBF6E
Ma Manda [skc],-6.375,146.57,#948886
Ma'a [cma],-4.697,38.29,#805E5E
Ma'ya [slz],-1.25,130.92,#89706F
Maang [xxx-128],23.63,105.63,#28ADAA
Maanyan [mhy],-2,115,#9A8363
Maasai [mas],-3,36,#91A87C
Maastricht [lim-2],50.85,5.683,#3D8768
Maba [mde],13.75,20.83,#83815A
Mabaan [mfz],10.5,33.75,#A5A565
Mabalay Atayal [tay-2],24.444,121.392,#886FA9
Mabire [muj],11.75,18.58,#C270B2
Macaguán [mbn],6.459,-71.286,#8C6492
Macedonian [mkd],41.6,22,#5B7655
Macedonian_Debar [mkd-2],41.52,20.53,#698254
Macedonian_Kostur [mkd-4],40.52,21.27,#568055
Macedonian_southeastern [mkd-3],41.18,22.72,#587A56
Macuna [myy],-0.2,-70.15,#9A497E
Macushi [mbc],4.5,-60,#AB6492
Madak [mmx],-3.33,151.92,#9B7D6E
Madi [mhi],3.45,31.17,#70865D
Madi_Banawá [jaa],-7,-65,#B0677C
Madi_Jamamadi [jaa-2],-7.5,-66,#AD5D75
Madi_Jarawara [jaa-3],-8,-67.1,#B66488
Madimadi [xxx-18],-34.5,143.5,#C4AE86
Madurese [mad],-7.25,113.333,#7AC870
Maewo_Central  [mwo],-15.17,168.08,#966C7E
Mafea [mkv],-15.42,167.25,#A77884
Magahi [mag],25,85,#78696C
Magar [mgp],28,83,#5FA577
Magi [mgu],-10.25,149,#A55591
Magi_Aisi [mmq-2],-5.229285,145.177311,#A59570
Magindanano [mdh],7,124.5,#9F8990
Magori [zgr],-10.25,149.25,#B070A6
Mah_Meri [mhe],2.833,101.5,#72AD73
Maha [mew],10.67,11.7,#727A50
Mahali [mjx],22.85,87.1,#937A62
Mahican [mjy],42.65,-73.75,#8554B0
Mai [yue-7],18.253,109.504,#73BCB7
Maia [sks],-4.459,145.089,#A9816A
Maiadom [mzz],-9.428,150.797,#7A6082
Maiani [tnh],-4.57,145.243,#A9816A
MaiBrat [ayz],-1.25,132.667,#9E5891
Maidu [nmu],40,-120.67,#7F62AA
Maidu_Southern [nsz-2],39.1,-121.125,#8A599C
Máíhiki [ore],-2.9919,-72.9161,#806789
Maii [mmm],-16.763,168.168,#B67E86
Mailu [npo],25.7,94.7,#6A8677
Mairasi [zrs],-3.5,134,#974975
Maisin [mbq],-9.5,149.167,#9F4167
Maithili [mai],26.5,86,#656768
Maiwa [mti],-9.673,149.273,#AA7076
Majang [mpe],7.6,34.95,#85A957
Majhi [mjz],27.25,86.15,#718E7A
Mak [mkg],26,107.75,#50C39E
Maká [mca],-25,-57.33,#7659B6
Makaa [mcp],4,13,#549361
Makah [myh],48.33,-124.67,#555397
Makalero [mkz-2],-8.75,126.83,#A0557E
Makasai [mkz],-8.5,126.5,#925776
Makassar [mak],-5.417,119.583,#A0A56E
Makatto [fos],22.63,120.3,#807D86
Makhuwa-Enehara [vmw],-15,39,#62957A
Maklew [mgf],-7.583,140.167,#7E8A86
Mako [wpc],4.215,-65.742,#68788B
Maku [xak],3.5,-62,#7068A5
Máku [xxx-44],3.5,-61,#7A677E
Makua [vmw],-15,38,#736385
Makuráp [mox],-9.5,150.5,#805584
Makurap [mpu],-12.15,-62,#B68982
Mal [mlf],19.333,101.25,#769881
Mal-2 [mlf-2],19.35,101.25,#60C870
Mala [ped],-4.388,145.163,#A68463
Malagasy [bhr],-20,47,#6D9651
MalakMalak [mpb],-13.417,130.417,#C6B189
Malango [mln],-9.613,160.172,#A17674
Malay [zlm],3.13,101.68,#93A263
Malay_Kedah [meo],6.13,100.36,#8B9C7D
Malay_Kelantan [zlm-3],5.25,102,#8E9D69
Malay_Pahang [zlm-4],36.57,53.06,#7D937D
Malay_Pekal [pel],-2.58,101.12,#8C9A7E
Malay_Terengganu [zlm-2],4.75,103,#8B997E
Malayalam [mal],8.5,77,#807F58
Maldivian [div],3,73,#72834F
Malê [mdc],-5.49,145.758,#8D6F84
