name,latitude,longitude,color
Wintu [wit-2],41,-122.5,#475786
Wirangu [wiw],-32,134,#4B9B89
Woleaian [woe],7.333,143.833,#F98D7A
Wolio [wlo],-5.5,122.75,#D45C64
Wolof [wol],15.25,-16.5,#E06952
Wooi [wbw],-1.72,135.47,#C3689B
Worora [unp],-15.667,124.667,#5E2EA5
Wotu [wtw],-2.56,120.76,#E45B68
Wulguru [xxx-35],-19.25,146.5,#3D8D5E
Wutun [wuh],35.9,102.1,#4AB3B8
Wutung [wut],-2.667,141.167,#957BA3
Wuvulu [wuv],-1.72,142.833,#C35D61
Wyandot [wya],48.861,-71.357,#7C16A8
Xhosa [xho],-33,28,#B14A61
Xokleng [xok],-24.3,-50,#66879A
Xuwen [nan-7],20.35,110.2,#BBDC80
Yabem [jae],-6.75,147.833,#A362B6
Yagaria [ygr-2],-6.417,145.417,#2E5695
Yagua [yad],-3.5,-72,#935F6E
Yakkha [ybh],27.2,87.25,#315DA4
Yakut [sah],62,130,#24897E
Yala [yba],6.4,8.4,#D794A9
Yamphu [ybi],27.4,87.1,#246995
Yankuntjatjara [kdd],-27.5,132,#3D808F
Yanyuwa [jao],-15.833,136,#516C67
Yao [yao],-11.45,34,#DD4A62
Yap [yap],9.53,138.1,#CF6351
Yaqui_Arizona [yaq],31.67,-111.25,#5F7E5F
Yarik [erw],-2.7,132.6,#C38EB8
Yawa [yva],-1.75,136.25,#8B5BC4
Yawelmani [yok-2],35.3,-118.65,#5A9C3F
Yawuru [ywr],-18,122.5,#624664
Yaygir [xxx-36],-29.667,153,#3AB97E
Yeletnye [yle],-11,154,#5739B4
Yelmek [jel],-7.667,139.75,#389F73
Yessan-Mayo [yss],-4.083,142.583,#2EB381
Yeyi [yey],-20,23.5,#B9437C
Yidiny [yii],-17.917,146.09,#4AA778
Yimas [yee],-4.75,143.583,#594278
Yindjibarndi [yij],-21.5,117,#43B050
Yingkarta [yia],-24.7,114.5,#489C50
Yir Yoront [yiy],-14.333,142.25,#40A875
Yohlmo [scp],27.85,85.6,#2AB1A2
Yokuts_Northern Foothill [yok],36.58,-119.08,#46A250
Yoruba [yor],8,4.33,#D7AE80
Yuchi [yuc],35.75,-86.75,#7A38CD
Yugur [ybe],38.988,100.025,#3A9883
Yukaghir [ykg],65.75,150.833,#377D7C
Yuki [yuk],39.67,-123.5,#45818A
Yukulta [gcd],-17.333,138.833,#487157
Yunnan_Kunming [smm],24,102,#AFD577
Yup'ik_Central Alaskan [esu],59.5,-160,#305C81
Yuracaré [yuz],-16.5,-65,#613E74
Yurok [yur],41.33,-124,#7D615E
Yuwaalaraay [kld],-29.5,148,#34B04E
Zaiwa [atb],24.5,98.5,#7A87C0
Zapotec [zai],16.5,-95,#D9406C
Zhuang [zyn],23.6,108.3,#D8C689
Zulu [zul],-30,30,#AE4071
Zuni [zun],35.08,-108.83,#4D8B63
Kadiwéu [kbc],-20,-57,#AD4875
