name,latitude,longitude,color,family,country
Na [nbf-2],27.2,101,#73B195,Tibeto-Burman,China
Nahali [nlx],24,77.5,#3FB677,Nahali,India
Nahavaq [sns],-16.53,167.123,#D25C84,Austronesian,Vanuatu
Nakanai [nak],-5.5,150.833,#E0707F,Austronesian,Papua New Guinea
Nakkara [nck],-12.117,134.417,#833AAA,Maningrida,Australia
Nama [naq],-23.5,22,#6D745B,Khoe,Botswana
Namakir [nmk],-17,168.583,#D77692,Austronesian,Vanuatu
Nanchang [gan],28.7,115.9,#9CD371,Tibeto-Burman,China
Nancowry [ncb],8,93.5,#B2AD70,Austroasiatic,India
Nandi [kln],0.25,35,#9A4174,Nilo-Saharan,Kenya
Nar_Phu [npa],28.68,84.2,#39BEAC,Tibeto-Burman,Nepal
Nasioi [nas],-6.333,155.583,#204899,East Bougainville,Papua New Guinea
Navajo [nav],36.17,-108,#8A3172,Dene-Yeniseic,USA
Ndebele [nbl],-20,28.5,#B56949,Niger-Kongo,Zimbabwe
Ndjébbana [djj],-12.167,134.117,#7446BA,Maningrida,Australia
Ndonga [ndo],-18,17,#C05254,Niger-Kongo,Namibia
Nen [nqn],-8.6,142.1,#625D80,South New Guinea,Papua New Guinea
Nenets [yrk],70,76,#3C8367,Uralic,Russia
Neo-Aramaic [trg],36.2,43.75,#7B632F,Afro-Asiatic,Iraq
Nepali [nep],28.72,82,#15AD42,Indo-European,Nepal
Nepali_hill [nep-2],28,84.33,#2ACD70,Indo-European,Nepal
Nevome [ood-2],19,-98.25,#6C4988,Uto-Aztecan,Mexico
Newar_Kathmandu [new],27.5,85.333,#359B8C,Tibeto-Burman,Nepal
Newari_Dolakha [new-2],27.58,86.667,#33B991,Tibeto-Burman,Nepal
Nez Perce [nez],46,-117,#66415B,Sahaptian,USA
Ngaanyatjarra [ntj],-27.5,126,#4474C1,Pama-Nyungan,Australia
Ngadha [nxg],-8.833,121,#DAB67C,Austronesian,Indonesia
Ngadjunmaya [nju],-32,123.5,#529BC8,Pama-Nyungan,Australia
Ngalakgan [nig],-14.5,134.833,#7A45B4,Gunwinyku,Australia
Nganasan [nio],71,93,#48697D,Uralic,Russia
Ngandi [nid],-13.5,135,#5739AF,Gunwinyku,Australia
Ngankikurungkurr [nam-2],-14,130.5,#7059A2,Southern Daly,Australia
Ngarinyeri [nay],-35.6,139.1,#3275A5,Pama-Nyungan,Australia
Ngarinyin [ung],-16.25,126.5,#9B6EB5,Wororan,Australia
Ngarla [nlr],-20.33,119.5,#519CB8,Pama-Nyungan,Australia
Ngawun [nxn],-19.5,141.5,#4EAD8D,Pama-Nyungan,Australia
Ngbaka [nga],4.25,21.17,#C29481,Adamawa-Ubangi,Democratic Republic of the Congo
Ngiti [niy],1.33,30.25,#8A5B6F,Nilo-Saharan,Democratic Republic of the Congo
Ngiyambaa [wyb],-31.75,145.5,#50859B,Pama-Nyungan,Australia
Nguna [llp],-17.5,168.333,#C95B92,Austronesian,Vanuatu
Ngwe [nwe ],5.488,9.856,#B97B60,Niger-Kongo,Cameroon
Nhanda [nha],-27.5,114.75,#599DA1,Pama-Nyungan,Australia
Nias [nia],1,97.5,#CE7368,Austronesian,Indonesia
Nimboran [nir],-3.083,140.167,#625BC9,Trans New Guinea,Indonesia
Nisenan [nsz],39.33,-120.83,#42858B,Maiduan,USA
Nisgha [ncg],55,-130,#AD4E76,Tsimshian,Canada
Nishi [dap],27.7,94.2,#568E9C,Tibeto-Burman,India
Niue [niu],-19,-169.5,#CF957B,Austronesian,Niue
Nivkh [niv],53.333,142,#5982A2,Chukotko-Kamchatkan,Russia
Nkore-Kiga [cgg],-0.92,29.83,#D26C53,Niger-Kongo,Uganda
Nobiin [fia],21,31,#305293,Nilo-Saharan,Sudan
Nonthaburi Malay [xxx-20],13.92,100.4,#ECD392,Austronesian,Thailand
Norwegian [nob],62,8,#71AE18,Indo-European,Norway
Nuaulu [nxl],-3.25,129.083,#B55C8C,Austronesian,Indonesia
Nubi [kcn],0.6,32.55,#B29157,Afro-Asiatic,Uganda
Nubian [kzh],12.5,31,#426877,Nilo-Saharan,Sudan
Nubri [kte],28.64,84.61,#3DB6A4,Tibeto-Burman,Nepal
Nubri_lower [kte-2],28.53,84.79,#389F9C,Tibeto-Burman,Nepal
Nung [nut],21.917,106.5,#DACA8D,Tai-Kadai,Vietnam
Nunggubuyu [nuy],-13.75,135.667,#8057A9,Gunwinyku,Australia
Nyaheun [nev],15,107,#E0DDAA,Austroasiatic,Laos
Nyahkur [cbn],15.67,101.67,#E1E399,Austroasiatic,Thailand
Nyangumarta [nna],-20,121,#537CA5,Pama-Nyungan,Australia
Nyawaygi [nyt],-19,145.9,#5893BA,Pama-Nyungan,Australia
Nyoro [nyo],1.5,31,#BD5346,Niger-Kongo,Uganda
Nyulnyul [nyv],-17,123,#86588E,Nyulnyul,Australia
Nyungar [nys],-33.75,116,#4AB8B2,Pama-Nyungan,Australia
Nzadi [xxx-48],-4.05,19.65,#B26854,Niger-Kongo,Democratic Republic of the Congo
O'odham [ood],32,-112,#875170,Uto-Aztecan,USA
Obokwi [afz],-2.767,138,#8BB1A8,Lakes Plains,Indonesia
Ogami [mvi],24.9,125.3,#319A8D,Japonic,Japan
Oirata [oia],-8.083,127.167,#8E93BB,Timor-Alor-Pantar,Indonesia
Ojibwe [ojg],49,-92.5,#951D5E,Algic,Canada
Olekha [ole],27.2,90,#2AC07F,Tibeto-Burman,Bhutan
Olo [ong],-3.25,142.167,#B9749E,Torricelli,Papua New Guinea
Omaha [oma],42,-97.25,#9D479F,Siouan,USA
One [aun],-3.417,141.833,#857684,Torricelli,Papua New Guinea
Oneida [one],43,-75.67,#A12D75,Iroquoian,USA
Ong Be [onb],19.8,110,#EBE78B,Tai-Kadai,China
Onge [oon],10.75,92.5,#5046A4,Andaman,India
Onin [oni],-2.833,132.083,#C382AA,Austronesian,Indonesia
Oraon [kru],25.75,88.75,#2D766B,Dravidian,Bangladesh
Ordos [mvf],39,109,#2D8955,Mongolic,China
Oriya [ori],21,85,#21B442,Indo-European,India
Ormuri_Khaniguram [oru-2],32.52,70,#43892B,Indo-European,Afghanistan
Ormuri_Logar [oru],33.25,69.5,#468331,Indo-European,Pakistan
Oromo [hae],9,37,#757662,Afro-Asiatic,Ethiopia
Osage [osa],37,-94,#715094,Siouan,USA
Ossetian [oss],42.24,44,#3A753E,Indo-European,Georgia
Ostyak [kca-2],61,75,#468E66,Uralic,Russia
Otomi [otm],21,-99.5,#B65247,Otomanguean,Mexico
P'urhépecha [tsz],19,-102,#626969,P'urhépecha,Mexico
Paamese [pma],-16.5,168.333,#BD508B,Austronesian,Vanuatu
Pacoh [pac],16.42,107.08,#D4CF6D,Austroasiatic,Vietnam
Paez [pbb],3,-76,#296B7A,Paez,Colombia
Pagu [pgu],1.1,127.7,#BA5EBF,West Papuan,Indonesia
Paiute_Northern [pao],40.75,-118,#52559A,Uto-Aztecan,USA
Paiwan [pwn],22.333,120.833,#AE7474,Austronesian,Taiwan
Palauan [pau],7.167,134.5,#BE6C76,Austronesian,Palau
Palaung [plw],22.667,96.4,#D8D180,Austroasiatic,Myanmar
Palawan [plc],9.5,118.5,#C97796,Austronesian,Philippines
Palue [ple],-8.333,121.75,#D0AB73,Austronesian,Indonesia
Palula [phl],35.4,71.75,#1FA036,Indo-European,Pakistan
Panare [pbh],6.733122,-66.048767,#593CAC,Cariban,Venezuela
Pangasinan [pag],15.917,120.333,#BA6A7A,Austronesian,Philippines
Panyjima [pnw],-22.833,118,#3E889B,Pama-Nyungan,Australia
Pare [asa],-4,36.5,#D05A58,Niger-Kongo,Tanzania
Pashto [pst],35,65,#4A7B38,Indo-European,Afghanistan
Passamaquoddy-Maliseet [pqm],45,-67,#912A6D,Algic,USA
Pattani [lae],32.6,77.2,#2FB771,Tibeto-Burman,India
Paulohi [plh],-3.3,128.8,#D655A8,Austronesian,Indonesia
Paumarí [pad],-7,-64.5,#7D467D,Arawá,Brazil
Pawaian [pwa],-7,145.25,#4F799D,Trans New Guinea,Papua New Guinea
Pech [pay],15,-85.5,#51577E,Chibchan,Honduras
Pendau [ums],0,119.83,#C77988,Austronesian,Indonesia
Pima Bajo [pia],29,-111,#596F67,Uto-Aztecan,Mexico
Pingjiang [gan-6],28.76,113.67,#A6D67F,Tibeto-Burman,China
Pipil [ppl],13.85,-89.55,#993251,Uto-Aztecan,El Salvador
Pirahã [myp],-7.33,-62,#8769A7,Mura,Brazil
Pitjantjatjara [pjt],-26.833,130,#456FC6,Pama-Nyungan,Australia
Pitta-Pitta [pit],-23.5,121,#4A789E,Pama-Nyungan,Australia
Pitu Ulunna Salu [ptu],-3.083,119.083,#CD6485,Austronesian,Indonesia
Plang [blr-2],23.4,100.1,#E3D387,Austroasiatic,China
Pnar [pbv],25,92.5,#B5A456,Austroasiatic,India
Polish [pol],52,20,#5A880E,Indo-European,Poland
Pomo_Eastern [peb],39,-122.67,#3C919D,Pomoan,USA
Pomo_Southeastern [pom],38.83,-122.5,#2D8783,Pomoan,USA
Ponapean [pon],6.883,158.25,#C7818A,Austronesian,USA Federated States of Micronesia
Portuguese [por],39,-8,#87920F,Indo-European,Portugal
Pulaar [fuc],15.6,-15.2,#B55668,Niger-Kongo,Senegal
Puluwat [puw],7.333,149.333,#C59283,Austronesian,USA Federated States of Micronesia
Pumi [pmi],28,101,#57B4AA,Tibeto-Burman,China
Punjabi [pan],31,75,#2CB72E,Indo-European,India
Purik [prx],34.55,76.15,#1CB59C,Tibeto-Burman,India
Puroik [suv],28,93,#5CC7A2,Tibeto-Burman,India
Puxi [jih],32.25,101.95,#66A288,Tibeto-Burman,China
Puyuma [pyu],22.833,121.083,#BD7782,Austronesian,Taiwan
Qiandong_Hmong [hmq],26.67,108.32,#D9DA82,Hmong-Mien,China
Qiang [qxs],32,103.5,#429098,Tibeto-Burman,China
Quechan [yum],32.83,-114.33,#5241B6,Yuman-Cochimi,USA
Quechua_Cusco  [quz],-13.5,-72,#257578,Quechuan,Peru
Quechua_Huallaga [qvh],-6,-76,#375C6F,Quechuan,Peru
Quechua_Imbabura [qvi],0.33,-78.33,#347756,Quechuan,Ecuador
Quechua_Yauyos [qvi-2],-12.62,-75.7,#336A7B,Quechuan,Peru
Quileute [qui],47.925,-124.25,#88494C,Chimakuan,USA
Rabha [rah],26.1,90.25,#33AD7F,Tibeto-Burman,India
Rajasthani [raj],26.57,73.83,#26AE33,Indo-European,India
Rajbangshi [rkt],26.5,88.5,#169B49,Indo-European,India
Raji [rji],29,81.15,#438FA3,Tibeto-Burman,Nepal
Rama [rma],11.5,-83.9,#6D869A,Chibchan,Nicaragua
Rana_Tharu [thr],28.68,80.6,#349157,Indo-European,Nepal
Rapa_Nui [rap],-27.333,-110,#C29A81,Austronesian,Chile
Ratahan [rth-2],1.08,124.83,#D07B81,Austronesian,Indonesia
Raute [rau],28.6,81.5,#2B8F7A,Tibeto-Burman,Nepal
Rawang [raw],27.5,97.5,#7CD796,Tibeto-Burman,Myanmar
Remo [bfw],18.333,82.333,#25867E,Austroasiatic,India
Rennellese [mnv],-11.85,160.33,#B18B6F,Austronesian,Solomons
Rgyalthang [khg-7],27.833,99.7,#30B799,Tibeto-Burman,China
Riff [rif],34,-3.75,#B34E38,Afro-Asiatic,Morocco
Ritharngu [rit],-12.833,135.5,#426BB0,Pama-Nyungan,Australia
Rohingya [rhg],20.82,92.37,#25A13E,Indo-European,Myanmar
Roma [rmm],-7.2,128.583,#BE6A8A,Austronesian,Indonesia
Romanian [ron],45,27,#708308,Indo-European,Romania
Romansh [roh],46.8,9.4,#769C11,Indo-European,Switzerland
Ronga [rng],-26,32.5,#AC6443,Niger-Kongo,Mozambique
Rongpo [rnp],30.9167,79.5,#1ABE70,Tibeto-Burman,India
Roro [rro],-8.75,146.58,#A54AC2,Austronesian,Papua New Guinea
Rote [twu],-10.75,123.25,#CF5B81,Austronesian,Indonesia
Rotokas [roo],-6,155.17,#7C5A8D,West Bougainville,Papua New Guinea
Rotuman [rtm],-12.333,177,#DC6779,Austronesian,Fiji
Rukai [dru],22.833,120.833,#AF6988,Austronesian,Taiwan
Runyankore [nyn],-0.5,30.5,#C86260,Niger-Kongo,Uganda
Russian [rus],55,38,#628B01,Indo-European,Russia
Saa [apb],-9.5,161.583,#D8618B,Austronesian,Solomons
Sabanê [sae],-12,-60,#7554B5,Nambikwara,Brazil
Sadu [xxx-63],24.35,102.525,#87DA8F,Tibeto-Burman,China
Sahu [saj],1,127.417,#CC748E,West Papuan,Indonesia
Saliba [sbe],-10.667,150.75,#A0649B,Austronesian,Papua New Guinea
Salinan [sln],36,-121,#9A387B,Salinan,USA
SaltYui [sll],-6.283,145,#6570AB,Trans New Guinea,Papua New Guinea
Sami [sme],70,28,#459B48,Uralic,Finland
Samoan [smo],-14,-172.667,#BA999E,Austronesian,Samoa
Sandawe [sad],-5,35,#6F6684,Khoe,Tanzania
Sangir [sxn],3.58,125.75,#BA8390,Austronesian,Indonesia
Sango [sag],5,18,#CFAD6C,Adamawa-Ubangi,Central African Republic
Santa [sce],35.65,103.4,#3FAF73,Mongolic,China
Santali [sat],24.5,87,#347857,Austroasiatic,India
Sanuma [xsu],4,-64,#7499A7,Yanomami,Venezuela
Saptariya Tharu [thq],26.6,86.7,#31A659,Indo-European,Nepal
Sapuan [spu],15.333,106.833,#D3EB6F,Austroasiatic,Laos
Sarcee [srs],52.5,-116,#71447A,Dene-Yeniseic,Canada
Sardinian [sro],40,9,#749510,Indo-European,Italy
Sartang [onp],27.33,92.27,#32B1AC,Kho-Bwa,India
Sasak [sas],-8.67,116.5,#E19074,Austronesian,Indonesia
Sauria Paharia [mjt],24.3,88.9,#1DA656,Dravidian,Bangladesh
Savosavo [svs],-9.167,159.833,#817985,Solomons East Papuan,Solomons
Sawu [hvn],-10.5,122,#C48077,Austronesian,Indonesia
Scots English [sco],56,-3.25,#7B9703,Indo-European,Britain
Scots Gaelic [gla],57,-5,#7B6E2A,Indo-European,Britain
Sedang [sed],14.667,108,#E4DC88,Austroasiatic,Vietnam
Seediq [trv],24.167,121.417,#A7728B,Austronesian,Taiwan
Sekar [skz],-2.7,132.43,#B378A0,Austronesian,Indonesia
Seke [skj],29,83.91,#3ACCB0,Tibeto-Burman,Nepal
Selaru [slu],-8.25,130.917,#D55286,Austronesian,Indonesia
Selknam [ona],-54.45,-67.15,#806373,Chonan,Argentina
Selkup [sel],65,82,#2E7173,Uralic,Russia
Semelai [sza],3,102.5,#B79E6B,Austroasiatic,Malaysia
Sentani [set],-2.583,140.633,#614E9F,Trans New Guinea,Indonesia
Serbian [srp],45,20,#578D0B,Indo-European,Serbia
Seri [sei],29,-112.5,#831C9E,Seri,Mexico
Serrano [ser],34.33,-117,#487388,Uto-Aztecan,USA
Sesotho [sot],-28,27,#BC5C52,Niger-Kongo,South Africa
Shan [shn],22,98,#C6E27B,Tai-Kadai,Myanmar
Shanghai [wuu],31,121,#9CED55,Tibeto-Burman,China
Shasta [sht],41.83,-122.67,#8724A1,Shasta,USA
Shawnee [sjw],40,-83,#4F2398,Algic,USA
She [shx],23.04,114.93,#BADC85,Hmong-Mien,China
Sheko [she],7,35.5,#3C7F67,Afro-Asiatic,Ethiopia
Sherdukpen [sdp],27.2,92.4,#3AB899,Kho-Bwa,India
Sherpa [xsr],27.833,86.833,#4DD197,Tibeto-Burman,Nepal
Sherpa_Hile [xsr-2],27.675,86.71,#2ABCA7,Tibeto-Burman,Nepal
Shigatse [bod-6],29.26,88.88,#2AC39D,Tibeto-Burman,China
Shina [scl],36,74,#1FA042,Indo-European,Pakistan
Shipibo [shp],-7,-75,#3F7F95,Panoan,Peru
Shona [sna],-18,31,#C06249,Niger-Kongo,Zimbabwe
Shoshone [shh],41,-115.5,#406A99,Uto-Aztecan,USA
Shuswap [shs],52,-120,#834269,Salish,Canada
Siane [snp],-6.05,145.25,#4355A3,Trans New Guinea,Papua New Guinea
Siberian Yupik [ess],65,-175,#3D5D9F,Eskimo-Aleut,Russia
Sierra Popoluca [poi],18.23,-94.87,#723A96,Totozoquean-Chitimacha,Mexico
Sika [ski],-8.62,122.22,#CB8790,Austronesian,Indonesia
Sinaugoro [snc],-9.833,147.917,#A550A2,Austronesian,Papua New Guinea
Sindhi [snd],26,69,#219B32,Indo-European,Pakistan
Sinhalese [sin],7,81,#2FB050,Indo-European,Sri Lanka
Siroi [ssd],-5.5,146,#6F7EA8,Trans New Guinea,Papua New Guinea
Sisiqa [bbq],-7.133,157,#D17073,Austronesian,Solomons
SiSwati [ssw],-27,32,#AE6242,Niger-Kongo,Swaziland
Siuslaw [sis],44,-124,#735B5C,Oregon Coast,USA
Skou [skv],-2.667,140.917,#955DAA,Skou,Indonesia
Slave [xsl],60,-120,#89517E,Dene-Yeniseic,Canada
Slovene [slv],46,14.5,#529907,Indo-European,Slovenia
Sm'algyax [tsi],52.5,-129,#966A5C,Tsimshian,USA
So [teu],2.5,34.75,#9A6F74,Nilo-Saharan,Uganda
So [xxx-60],17.333,104.333,#E9C894,Austroasiatic,Thailand
Sobei [sob],-1.917,138.75,#BE6B99,Austronesian,Indonesia
Soboyo [tlv],-1.83,124.92,#BC928F,Austronesian,Indonesia
Solega [sle],12.2,76.5,#0B7982,Dravidian,India
Somali [som],7,47,#8C4C6D,Afro-Asiatic,Somalia
Soninke [snk],13.25,-14.25,#859291,Mande,Senegal
Sonsorol [sov],4.5,132.083,#D09775,Austronesian,Palau
Soqotri [sqt],12.5,54,#865025,Afro-Asiatic,Yemen
Sora [srb],20,84.333,#47627F,Austroasiatic,India
Sorbian [dsb],52,13.75,#448512,Indo-European,Germany
Sotho_South [sot-2],-30,28,#BC5B4F,Niger-Kongo,Lesotho
Sougb [mnx],-1.5,134,#99708E,East Bird's Head,Indonesia
Souw Amana Teru [tlu],-3.58,128.3,#AF618E,Austronesian,Indonesia
Spanish [spa],41.65,-4.75,#7F7205,Indo-European,Spain
Spanish_spoken [spa-2],39,-3,#816F0C,Indo-European,Spain
Spiti [bod-2],32.75,77.75,#24BD64,Tibeto-Burman,India
Squamish [squ],49.67,-123.17,#8D3148,Salish,Canada
Sre [kpm],11.5,108,#EFDC6C,Austroasiatic,Vietnam
Stieng [sti],12,107,#D9DE82,Austroasiatic,Vietnam
Sudest [tgo],-11.5,153.5,#CA568D,Austronesian,Papua New Guinea
Suena [sue],-7.75,147.5,#5F8786,Trans New Guinea,Papua New Guinea
Sui [swi],26.25,107.5,#D7CB80,Tai-Kadai,China
Sukuma [suk],-3.234,33.516,#B95953,Niger-Kongo,Tanzania
Sula [szn],-2.06,125.98,#D882A7,Austronesian,Indonesia
Sulka [sua],-5.083,152,#B96598,Sulka,Papua New Guinea
Sumbawa [smw],-8.583,117.5,#EB8B7A,Austronesian,Indonesia
Sundanese [sun],-7,107.5,#EBBA7F,Austronesian,Indonesia
Sunwar [suz],27.6,86.3,#2B8C9C,Tibeto-Burman,Nepal
Supyire [spp],11.5,-5.58,#9C9B55,Niger-Kongo,Mali
Surin Khmer [kxm],15,103.75,#EDDB90,Austroasiatic,Thailand
Swahili [swh],-6.5,39,#BB5460,Niger-Kongo,Tanzania
Swedish [swe],60,15,#6FA308,Indo-European,Sweden
Taba [mky],0.333,127.583,#CD8294,Austronesian,Indonesia
Tabla [tnm],-2.417,140.333,#4D5899,Trans New Guinea,Indonesia
Tadaksahak [dsq],16.58,2.83,#965C6A,Nilo-Saharan,Mali
Tafi [tcd],6.8,0.4,#B17376,Niger-Kongo,Ghana
Tagalog [tgl],14.75,121,#C17B90,Austronesian,Philippines
Tagbanwa_Aborlan [tbw],9,118,#C67898,Austronesian,Philippines
Tahitian [tah],-17.667,-149,#BA7986,Austronesian,French Polynesia
Tai Aiton [aio],26.95,94.67,#DAD291,Tai-Kadai,India
Tairora [tbg],-6.583,145.917,#3B4DA1,Trans New Guinea,Papua New Guinea
Tajik [tgk],38.667,70,#5A9628,Indo-European,Tajikistan
Takelma [tkm],42.5,-123,#664388,Takelma,USA
Takia [tbc],-4.75,146,#B2659E,Austronesian,Papua New Guinea
Talaud [tld],4,126.67,#C5808B,Austronesian,Indonesia
Talysh [tly],39,48.85,#2F724A,Indo-European,Iran
Tamambo [mla],-15.7,167.2,#C76887,Austronesian,Vanuatu
Tamang [tge],27.67,85.5,#3CD1A8,Tibeto-Burman,Nepal
Tamang_Eastern [taj],27.6,85.75,#33DAA5,Tibeto-Burman,Nepal
Tamang_Western [tdg],27.98,85.17,#43D8AD,Tibeto-Burman,Nepal
Tamazight [tzm],33,-4,#9E4446,Afro-Asiatic,Morocco
Tamil [tam],13,79,#0F7374,Dravidian,India
Tanacross [tcb],63.5,-143.5,#813A7F,Dene-Yeniseic,USA
Tanglapui [tpg],-8.3,125,#A05BC7,Timor-Alor-Pantar,Indonesia
Tarahumara [tar],27.5,-107.5,#493C81,Uto-Aztecan,Mexico
Taraon [tro],28.2,96.25,#38C28B,Tibeto-Burman,India
Tariana [tae],0.3,-69.7,#445588,Arawak,Brazil
Tashelhiyt [shi],31,-5,#A93D48,Afro-Asiatic,Morocco
Tatana [txx],5.5,115.5,#DC7F8E,Austronesian,Malaysia
Tatar [tat],56,49.5,#2D9950,Turkic,Russia
Tause [tad],-2.833,137,#9EA6AF,Lakes Plains,Indonesia
Tausug [tsg],6,121,#E18296,Austronesian,Philippines
Tauya [tya],-5.75,145.3,#72749C,Trans New Guinea,Papua New Guinea
Tawala [tbo],-10.333,150.5,#AD46A0,Austronesian,Papua New Guinea
Tboli [tbl],6.167,124.5,#D68D81,Austronesian,Philippines
Tehit Imyan [kps-2],-1.75,132.167,#BF6794,West Papuan,Indonesia
Teiwa [twe],-8.333,124.2,#AD6EBA,Timor-Alor-Pantar,Indonesia
Telugu [tel],16,79.5,#189E4B,Dravidian,India
Temiar [tea],4.833,101.333,#CE918C,Austroasiatic,Malaysia
Temne [tem],8.67,-13.08,#B5855E,Niger-Kongo,Sierra Leone
Tengger [tes],-7.95,112.95,#CF8980,Austronesian,Indonesia
Teop [tio],-5.667,155.083,#E2667B,Austronesian,Papua New Guinea
Tepehuan_Huehuetla [tee],20.476,-98.09,#87315A,Totozoquean-Chitimacha,Mexico
Tera [ttr],11,11.83,#C29E60,Afro-Asiatic,Nigeria
Terêna [ter],-20,-56,#A5378D,Arawak,Brazil
Ternate [tft],0.833,127.333,#CF909C,West Papuan,Indonesia
Ternate Malay [max],0.786,127.377,#D8C290,Austronesian,Indonesia
Tetun [tet],-9.333,125.083,#D2877B,Austronesian,Indonesia
Thai [tha],15.583,100.333,#E5DD6C,Tai-Kadai,Thailand
Thai_Northern [nod],18,99,#E7E37D,Tai-Kadai,Thailand
Thakali [ths],28.75,83.69,#4ACA96,Tibeto-Burman,Nepal
Thangmi [thf],27.75,86,#26A791,Tibeto-Burman,Nepal
Tharrkari [dhr],-23.6,115.7,#49ACA2,Pama-Nyungan,Australia
Themchen [adx-2],36.6,101.75,#2CB98C,Tibeto-Burman,China
Thulung [tdh],27.6,86.75,#2A6EA3,Tibeto-Burman,Nepal
Tidore [tvo],0,127.75,#C37596,West Papuan,Indonesia
Tigak [tgc],-2.75,150.917,#DD7C8D,Austronesian,Papua New Guinea
Tigré [tig],16.5,38.5,#694426,Afro-Asiatic,Eritrea
Tigrinya [tir],14.5,38.5,#50463E,Afro-Asiatic,Ethiopia
Timugon [tih],5,116,#C99474,Austronesian,Malaysia
Tiri [cir],-21.667,165.75,#BE9165,Austronesian,New Caledonia
Tiwa [lax],26.5,92.5,#4BB5A3,Tibeto-Burman,India
Tiwi [tiw],-11.5,131,#A45B85,Tiwi,Australia
Tlingit [tli],57,-133,#57517D,Dene-Yeniseic,USA
Toba_Batak [bbc],2.5,99.5,#DE7A6E,Austronesian,Indonesia
Tobati [tti],-2.583,140.867,#835CAA,Austronesian,Indonesia
Tobelo [tlb],0.75,127.75,#B75EBF,West Papuan,Indonesia
Tokelauan [tkl],-9.15,-171.78,#BA929D,Austronesian,Tokelau
Tol [jic],14.75,-85,#6A6979,Jicaque,Honduras
Tolaki [lbw],-4,122.25,#C4597E,Austronesian,Indonesia
Tondano [tdn],1.25,125,#E19478,Austronesian,Indonesia
Tonga [toi],-17,27,#C95259,Niger-Kongo,Zambia
Tongan [ton],-21.167,-175.25,#C9A091,Austronesian,Tonga
Tonkawa [tqw],30,-95,#4F5197,Tonkawa,USA
Toqabaqita [mlu],-8.333,160.667,#DB48A4,Austronesian,Solomons
Toratan [rth],1.083,124.833,#C28F7D,Austronesian,Indonesia
Torwali [trw],34.25,72,#1AA333,Indo-European,Pakistan
Touo [tqu],-8.667,157.5,#6A5C80,Touo,Solomons
Trumai [tpy],-13.5,-53,#648A85,Trumai,Brazil
Tsat [huq],18.25,109.5,#CDD97F,Austronesian,China
Tshangla [tsj],27.07,92,#34CBA2,Tibeto-Burman,Bhutan
Tsova-Tush [bbl],42.5,45.5,#3C6763,Kartvelian,Russia
Tsuken [xug],26.55,127.94,#38938A,Japonic,Japan
Tsum [ttz],28.51,85.08,#27B79C,Tibeto-Burman,Nepal
Tübatulabal [tub],36,-118.33,#4A6C8C,Uto-Aztecan,USA
Tubu [tuq],21,17,#61536F,Nilo-Saharan,Chad
Tugun [tzn],-7.833,126.667,#D47094,Austronesian,Indonesia
Tujia [tji],27.5,109,#8ED1A4,Tibeto-Burman,China
Tukang_Besi [khc],-5.5,123.667,#DE7970,Austronesian,Indonesia
Tulu [tcy],12.75,75.333,#1AA55C,Dravidian,India
Tümpisa [par],37,-117,#4A6C97,Uto-Aztecan,USA
Tunica [tun],32.67,-91,#693890,Tunica,USA
Turkana [tuv],3,35,#B16D8E,Nilo-Saharan,Kenya
Turkish [tur],40,30,#1F833C,Turkic,Turkey
Turkish_Crimean [crh],45,34.083,#228B4A,Turkic,Ukraine
Turkmen [tuk],40,58,#1C856F,Turkic,Turkmenistan
Turung [try],27.14,95.75,#8ACCA9,Tibeto-Burman,India
Tuscarora [tus],36,-77.5,#9B35A0,Iroquoian,USA
Tutsa [tvt],26.9,95.6,#4FA0B2,Tibeto-Burman,India
Tuva [tyv],52,95,#228964,Turkic,Russia
Tuvalu [tvl],-10,180,#BCA386,Austronesian,Tuvalu
Tz'utujil [tzj],14.5,-91.25,#AE3F4A,Mayan,Guatemala
Tzeltal_Aguacatenango [tzh],16.42,-92.5,#A33A4A,Mayan,Mexico
Tzotzil [tzc],16.7,-92.7,#A53B41,Mayan,Mexico
U [xxx-61],22.6,101.7,#EACE7E,Austroasiatic,China
Uab Meto [aoz],-9.67,124.25,#D37B8A,Austronesian,Indonesia
Udihe [ude],47.667,136.25,#338C70,Tungusic,Russia
Udmurt [udm],56.83,53.19,#3F9466,Uralic,Russia
Uduk [udu],8.2,34.4,#A29A7C,Nilo-Saharan,Somalia
Ughele [uge],-8.5,157.33,#D75776,Austronesian,Solomons
Uighur [uig],40,80,#258056,Turkic,China
Ukrainian [ukr],50,32,#578E12,Indo-European,Ukraine
Uma [ppk],-1.75,119.917,#E46991,Austronesian,Indonesia
UMbundu [umb],-11.5,15,#B65A63,Niger-Kongo,Angola
Una [mtg],-4.667,140,#6163A9,Trans New Guinea,Indonesia
Ura [ryn],28.415,129.59,#359996,Japonic,Japan
Uradhi [urf],-12,142.25,#55B2AD,Pama-Nyungan,Australia
Urak_Lawoi [urk],7.25,99.25,#E9D68B,Austronesian,Thailand
Urdu [urd],29,71,#3C9E18,Indo-European,Pakistan
Uruangnirin [urn],-3.5,132.833,#B566A5,Austronesian,Indonesia
Urubu-Kaapor [urb],-2,-47,#836AA3,Tupi,Brazil
Usan [wnu],-4.833,145.333,#8F42AA,Trans New Guinea,Papua New Guinea
Usarufa [usa],-6.5,146.083,#2C47A6,Trans New Guinea,Papua New Guinea
